#Fusion Locus Fused/NoFused Arm Telomere Terminal/InternalTEL GenDistToTEL DisplacementFromNEwrtWT
LC_IV_XV_V_VII_cen4 chr15_44_412800_422400 Donor armR TELR15 InternalTEL 676800 31.192
LC_IV_XV_V_VII_cen4 chr15_45_422400_432000 Donor armR TELR15 InternalTEL 667200 20.789
LC_IV_XV_V_VII_cen4 chr15_46_432000_441600 Donor armR TELR15 InternalTEL 657600 11.897
LC_IV_XV_V_VII_cen4 chr15_47_441600_451200 Donor armR TELR15 InternalTEL 648000 3.778
LC_IV_XV_V_VII_cen4 chr15_48_451200_460800 Donor armR TELR15 InternalTEL 638400 -4.548
LC_IV_XV_V_VII_cen4 chr15_49_460800_470400 Donor armR TELR15 InternalTEL 628800 -12.177
LC_IV_XV_V_VII_cen4 chr15_50_470400_480000 Donor armR TELR15 InternalTEL 619200 -17.674
LC_IV_XV_V_VII_cen4 chr15_51_480000_489600 Donor armR TELR15 InternalTEL 609600 -21.122
LC_IV_XV_V_VII_cen4 chr15_52_489600_499200 Donor armR TELR15 InternalTEL 600000 -23.384
LC_IV_XV_V_VII_cen4 chr15_53_499200_508800 Donor armR TELR15 InternalTEL 590400 -25.565
LC_IV_XV_V_VII_cen4 chr15_54_508800_518400 Donor armR TELR15 InternalTEL 580800 -28.164
LC_IV_XV_V_VII_cen4 chr15_55_518400_528000 Donor armR TELR15 InternalTEL 571200 -29.942
LC_IV_XV_V_VII_cen4 chr15_56_528000_537600 Donor armR TELR15 InternalTEL 561600 -29.658
LC_IV_XV_V_VII_cen4 chr15_57_537600_547200 Donor armR TELR15 InternalTEL 552000 -28.948
LC_IV_XV_V_VII_cen4 chr15_58_547200_556800 Donor armR TELR15 InternalTEL 542400 -28.086
LC_IV_XV_V_VII_cen4 chr15_59_556800_566400 Donor armR TELR15 InternalTEL 532800 -26.65
LC_IV_XV_V_VII_cen4 chr15_60_566400_576000 Donor armR TELR15 InternalTEL 523200 -25.464
LC_IV_XV_V_VII_cen4 chr15_61_576000_585600 Donor armR TELR15 InternalTEL 513600 -24.053
LC_IV_XV_V_VII_cen4 chr15_62_585600_595200 Donor armR TELR15 InternalTEL 504000 -21.943
LC_IV_XV_V_VII_cen4 chr15_63_595200_604800 Donor armR TELR15 InternalTEL 494400 -19.563
LC_IV_XV_V_VII_cen4 chr15_64_604800_614400 Donor armR TELR15 InternalTEL 484800 -17.634
LC_IV_XV_V_VII_cen4 chr15_65_614400_624000 Donor armR TELR15 InternalTEL 475200 -15.489
LC_IV_XV_V_VII_cen4 chr15_66_624000_633600 Donor armR TELR15 InternalTEL 465600 -13.591
LC_IV_XV_V_VII_cen4 chr15_67_633600_643200 Donor armR TELR15 InternalTEL 456000 -11.931
LC_IV_XV_V_VII_cen4 chr15_68_643200_652800 Donor armR TELR15 InternalTEL 446400 -8.973
LC_IV_XV_V_VII_cen4 chr15_69_652800_662400 Donor armR TELR15 InternalTEL 436800 -6.861
LC_IV_XV_V_VII_cen4 chr15_70_662400_672000 Donor armR TELR15 InternalTEL 427200 -4.619
LC_IV_XV_V_VII_cen4 chr15_71_672000_681600 Donor armR TELR15 InternalTEL 417600 -2.86
LC_IV_XV_V_VII_cen4 chr15_72_681600_691200 Donor armR TELR15 InternalTEL 408000 -1.217
LC_IV_XV_V_VII_cen4 chr15_73_691200_700800 Donor armR TELR15 InternalTEL 398400 1.11
LC_IV_XV_V_VII_cen4 chr15_74_700800_710400 Donor armR TELR15 InternalTEL 388800 3.333
LC_IV_XV_V_VII_cen4 chr15_75_710400_720000 Donor armR TELR15 InternalTEL 379200 5.959
LC_IV_XV_V_VII_cen4 chr15_76_720000_729600 Donor armR TELR15 InternalTEL 369600 7.854
LC_IV_XV_V_VII_cen4 chr15_77_729600_739200 Donor armR TELR15 InternalTEL 360000 9.278
LC_IV_XV_V_VII_cen4 chr15_78_739200_748800 Donor armR TELR15 InternalTEL 350400 11.491
LC_IV_XV_V_VII_cen4 chr15_79_748800_758400 Donor armR TELR15 InternalTEL 340800 14.651
LC_IV_XV_V_VII_cen4 chr15_80_758400_768000 Donor armR TELR15 InternalTEL 331200 17.323
LC_IV_XV_V_VII_cen4 chr15_81_768000_777600 Donor armR TELR15 InternalTEL 321600 19.786
LC_IV_XV_V_VII_cen4 chr15_82_777600_787200 Donor armR TELR15 InternalTEL 312000 21.715
LC_IV_XV_V_VII_cen4 chr15_83_787200_796800 Donor armR TELR15 InternalTEL 302400 23.358
LC_IV_XV_V_VII_cen4 chr15_84_796800_806400 Donor armR TELR15 InternalTEL 292800 25.057
LC_IV_XV_V_VII_cen4 chr15_85_806400_816000 Donor armR TELR15 InternalTEL 283200 26.551
LC_IV_XV_V_VII_cen4 chr15_86_816000_825600 Donor armR TELR15 InternalTEL 273600 28.091
LC_IV_XV_V_VII_cen4 chr15_87_825600_835200 Donor armR TELR15 InternalTEL 264000 29.631
LC_IV_XV_V_VII_cen4 chr15_88_835200_844800 Donor armR TELR15 InternalTEL 254400 31.592
LC_IV_XV_V_VII_cen4 chr15_89_844800_854400 Donor armR TELR15 InternalTEL 244800 33.693
LC_IV_XV_V_VII_cen4 chr15_90_854400_864000 Donor armR TELR15 InternalTEL 235200 35.627
LC_IV_XV_V_VII_cen4 chr15_91_864000_873600 Donor armR TELR15 InternalTEL 225600 37.517
LC_IV_XV_V_VII_cen4 chr15_92_873600_883200 Donor armR TELR15 InternalTEL 216000 40.069
LC_IV_XV_V_VII_cen4 chr15_93_883200_892800 Donor armR TELR15 InternalTEL 206400 43.509
LC_IV_XV_V_VII_cen4 chr15_94_892800_902400 Donor armR TELR15 InternalTEL 196800 46.999
LC_IV_XV_V_VII_cen4 chr15_95_902400_912000 Donor armR TELR15 InternalTEL 187200 50.205
LC_IV_XV_V_VII_cen4 chr15_96_912000_921600 Donor armR TELR15 InternalTEL 177600 53.683
LC_IV_XV_V_VII_cen4 chr15_97_921600_931200 Donor armR TELR15 InternalTEL 168000 57.129
LC_IV_XV_V_VII_cen4 chr15_98_931200_940800 Donor armR TELR15 InternalTEL 158400 60.093
LC_IV_XV_V_VII_cen4 chr15_99_940800_950400 Donor armR TELR15 InternalTEL 148800 63.182
LC_IV_XV_V_VII_cen4 chr15_100_950400_960000 Donor armR TELR15 InternalTEL 139200 66.516
LC_IV_XV_V_VII_cen4 chr15_101_960000_969600 Donor armR TELR15 InternalTEL 129600 70.448
LC_IV_XV_V_VII_cen4 chr15_102_969600_979200 Donor armR TELR15 InternalTEL 120000 75.467
LC_IV_XV_V_VII_cen4 chr15_103_979200_988800 Donor armR TELR15 InternalTEL 110400 80.88
LC_IV_XV_V_VII_cen4 chr15_104_988800_998400 Donor armR TELR15 InternalTEL 100800 86.642
LC_IV_XV_V_VII_cen4 chr15_105_998400_1008000 Donor armR TELR15 InternalTEL 91200 92.264
LC_IV_XV_V_VII_cen4 chr15_106_1008000_1017600 Donor armR TELR15 InternalTEL 81600 98.636
LC_IV_XV_V_VII_cen4 chr15_107_1017600_1027200 Donor armR TELR15 InternalTEL 72000 105.994
LC_IV_XV_V_VII_cen4 chr15_108_1027200_1036800 Donor armR TELR15 InternalTEL 62400 113.947
LC_IV_XV_V_VII_cen4 chr15_109_1036800_1046400 Donor armR TELR15 InternalTEL 52800 122.045
LC_IV_XV_V_VII_cen4 chr15_110_1046400_1056000 Donor armR TELR15 InternalTEL 43200 131.213
LC_IV_XV_V_VII_cen4 chr15_111_1056000_1065600 Donor armR TELR15 InternalTEL 33600 142.327
LC_IV_XV_V_VII_cen4 chr15_112_1065600_1075200 Donor armR TELR15 InternalTEL 24000 157.197
LC_IV_XV_V_VII_cen4 chr15_113_1075200_1084800 Donor armR TELR15 InternalTEL 14400 178.334
LC_IV_XV_V_VII_cen4 chr15_114_1084800_1094400 Donor armR TELR15 InternalTEL 4800 194.406
LC_IV_XV_V_VII_cen4 chr16_1_0_9600 NoFused armL TELL16 TerminalTEL 4800 -12.388
LC_IV_XV_V_VII_cen4 chr16_2_9600_19200 NoFused armL TELL16 TerminalTEL 14400 -10.656
LC_IV_XV_V_VII_cen4 chr16_3_19200_28800 NoFused armL TELL16 TerminalTEL 24000 -9.417
LC_IV_XV_V_VII_cen4 chr16_4_28800_38400 NoFused armL TELL16 TerminalTEL 33600 -9.78
LC_IV_XV_V_VII_cen4 chr16_5_38400_48000 NoFused armL TELL16 TerminalTEL 43200 -9.881
LC_IV_XV_V_VII_cen4 chr16_6_48000_57600 NoFused armL TELL16 TerminalTEL 52800 -10.115
LC_IV_XV_V_VII_cen4 chr16_7_57600_67200 NoFused armL TELL16 TerminalTEL 62400 -11.07
LC_IV_XV_V_VII_cen4 chr16_8_67200_76800 NoFused armL TELL16 TerminalTEL 72000 -11.437
LC_IV_XV_V_VII_cen4 chr16_9_76800_86400 NoFused armL TELL16 TerminalTEL 81600 -11.864
LC_IV_XV_V_VII_cen4 chr16_10_86400_96000 NoFused armL TELL16 TerminalTEL 91200 -11.988
LC_IV_XV_V_VII_cen4 chr16_11_96000_105600 NoFused armL TELL16 TerminalTEL 100800 -11.553
LC_IV_XV_V_VII_cen4 chr16_12_105600_115200 NoFused armL TELL16 TerminalTEL 110400 -11.137
LC_IV_XV_V_VII_cen4 chr16_13_115200_124800 NoFused armL TELL16 TerminalTEL 120000 -10.053
LC_IV_XV_V_VII_cen4 chr16_14_124800_134400 NoFused armL TELL16 TerminalTEL 129600 -8.863
LC_IV_XV_V_VII_cen4 chr16_15_134400_144000 NoFused armL TELL16 TerminalTEL 139200 -8.497
LC_IV_XV_V_VII_cen4 chr16_16_144000_153600 NoFused armL TELL16 TerminalTEL 148800 -8.221
LC_IV_XV_V_VII_cen4 chr16_17_153600_163200 NoFused armL TELL16 TerminalTEL 158400 -8.5
LC_IV_XV_V_VII_cen4 chr16_18_163200_172800 NoFused armL TELL16 TerminalTEL 168000 -9.307
LC_IV_XV_V_VII_cen4 chr16_19_172800_182400 NoFused armL TELL16 TerminalTEL 177600 -9.673
LC_IV_XV_V_VII_cen4 chr16_20_182400_192000 NoFused armL TELL16 TerminalTEL 187200 -9.829
LC_IV_XV_V_VII_cen4 chr16_21_192000_201600 NoFused armL TELL16 TerminalTEL 196800 -11.043
LC_IV_XV_V_VII_cen4 chr16_22_201600_211200 NoFused armL TELL16 TerminalTEL 206400 -11.891
LC_IV_XV_V_VII_cen4 chr16_23_211200_220800 NoFused armL TELL16 TerminalTEL 216000 -13.411
LC_IV_XV_V_VII_cen4 chr16_24_220800_230400 NoFused armL TELL16 TerminalTEL 225600 -13.895
LC_IV_XV_V_VII_cen4 chr16_25_230400_240000 NoFused armL TELL16 TerminalTEL 235200 -13.779
LC_IV_XV_V_VII_cen4 chr16_26_240000_249600 NoFused armL TELL16 TerminalTEL 244800 -13.765
LC_IV_XV_V_VII_cen4 chr16_27_249600_259200 NoFused armL TELL16 TerminalTEL 254400 -13.366
LC_IV_XV_V_VII_cen4 chr16_28_259200_268800 NoFused armL TELL16 TerminalTEL 264000 -12.744
LC_IV_XV_V_VII_cen4 chr16_29_268800_278400 NoFused armL TELL16 TerminalTEL 273600 -12.541
LC_IV_XV_V_VII_cen4 chr16_30_278400_288000 NoFused armL TELL16 TerminalTEL 283200 -12.056
LC_IV_XV_V_VII_cen4 chr16_31_288000_297600 NoFused armL TELL16 TerminalTEL 292800 -12.481
LC_IV_XV_V_VII_cen4 chr16_32_297600_307200 NoFused armL TELL16 TerminalTEL 302400 -13.178
LC_IV_XV_V_VII_cen4 chr16_33_307200_316800 NoFused armL TELL16 TerminalTEL 312000 -13.282
LC_IV_XV_V_VII_cen4 chr16_34_316800_326400 NoFused armL TELL16 TerminalTEL 321600 -14.044
LC_IV_XV_V_VII_cen4 chr16_35_326400_336000 NoFused armL TELL16 TerminalTEL 331200 -14.743
LC_IV_XV_V_VII_cen4 chr16_36_336000_345600 NoFused armL TELL16 TerminalTEL 340800 -15.321
LC_IV_XV_V_VII_cen4 chr16_37_345600_355200 NoFused armL TELL16 TerminalTEL 350400 -15.291
LC_IV_XV_V_VII_cen4 chr16_38_355200_364800 NoFused armL TELL16 TerminalTEL 360000 -14.873
LC_IV_XV_V_VII_cen4 chr16_39_364800_374400 NoFused armL TELL16 TerminalTEL 369600 -14.194
LC_IV_XV_V_VII_cen4 chr16_40_374400_384000 NoFused armL TELL16 TerminalTEL 379200 -12.386
LC_IV_XV_V_VII_cen4 chr16_41_384000_393600 NoFused armL TELL16 TerminalTEL 388800 -11.395
LC_IV_XV_V_VII_cen4 chr16_42_393600_403200 NoFused armL TELL16 TerminalTEL 398400 -11.223
LC_IV_XV_V_VII_cen4 chr16_43_403200_412800 NoFused armL TELL16 TerminalTEL 408000 -10.771
LC_IV_XV_V_VII_cen4 chr16_44_412800_422400 NoFused armL TELL16 TerminalTEL 417600 -10.486
LC_IV_XV_V_VII_cen4 chr16_45_422400_432000 NoFused armL TELL16 TerminalTEL 427200 -10.206
LC_IV_XV_V_VII_cen4 chr16_46_432000_441600 NoFused armL TELL16 TerminalTEL 436800 -11.125
LC_IV_XV_V_VII_cen4 chr16_47_441600_451200 NoFused armL TELL16 TerminalTEL 446400 -11.238
LC_IV_XV_V_VII_cen4 chr16_48_451200_460800 NoFused armL TELL16 TerminalTEL 456000 -10.585
LC_IV_XV_V_VII_cen4 chr16_49_460800_470400 NoFused armL TELL16 TerminalTEL 465600 -10.156
LC_IV_XV_V_VII_cen4 chr16_50_470400_480000 NoFused armL TELL16 TerminalTEL 475200 -9.343
LC_IV_XV_V_VII_cen4 chr16_51_480000_489600 NoFused armL TELL16 TerminalTEL 484800 -8.472
LC_IV_XV_V_VII_cen4 chr16_52_489600_499200 NoFused armL TELL16 TerminalTEL 494400 -8.089
LC_IV_XV_V_VII_cen4 chr16_53_499200_508800 NoFused armL TELL16 TerminalTEL 504000 -6.924
LC_IV_XV_V_VII_cen4 chr16_54_508800_518400 NoFused armL TELL16 TerminalTEL 513600 -5.588
LC_IV_XV_V_VII_cen4 chr16_55_518400_528000 NoFused armL TELL16 TerminalTEL 523200 -3.899
LC_IV_XV_V_VII_cen4 chr16_56_528000_537600 NoFused armL TELL16 TerminalTEL 532800 -2.28
LC_IV_XV_V_VII_cen4 chr16_57_537600_547200 NoFused armL TELL16 TerminalTEL 542400 -1.108
LC_IV_XV_V_VII_cen4 chr16_58_547200_556800 NoFused armL TELL16 TerminalTEL 552000 -0.564
LC_IV_XV_V_VII_cen4 chr16_59_556800_566400 NoFused armR TELR16 TerminalTEL 388800 -2.05
LC_IV_XV_V_VII_cen4 chr16_60_566400_576000 NoFused armR TELR16 TerminalTEL 379200 -3.381
LC_IV_XV_V_VII_cen4 chr16_61_576000_585600 NoFused armR TELR16 TerminalTEL 369600 -4.177
LC_IV_XV_V_VII_cen4 chr16_62_585600_595200 NoFused armR TELR16 TerminalTEL 360000 -5.235
LC_IV_XV_V_VII_cen4 chr16_63_595200_604800 NoFused armR TELR16 TerminalTEL 350400 -6.48
LC_IV_XV_V_VII_cen4 chr16_64_604800_614400 NoFused armR TELR16 TerminalTEL 340800 -7.41
LC_IV_XV_V_VII_cen4 chr16_65_614400_624000 NoFused armR TELR16 TerminalTEL 331200 -7.46
LC_IV_XV_V_VII_cen4 chr16_66_624000_633600 NoFused armR TELR16 TerminalTEL 321600 -7.852
LC_IV_XV_V_VII_cen4 chr16_67_633600_643200 NoFused armR TELR16 TerminalTEL 312000 -8.036
LC_IV_XV_V_VII_cen4 chr16_68_643200_652800 NoFused armR TELR16 TerminalTEL 302400 -8.295
LC_IV_XV_V_VII_cen4 chr16_69_652800_662400 NoFused armR TELR16 TerminalTEL 292800 -9.328
LC_IV_XV_V_VII_cen4 chr16_70_662400_672000 NoFused armR TELR16 TerminalTEL 283200 -9.822
LC_IV_XV_V_VII_cen4 chr16_71_672000_681600 NoFused armR TELR16 TerminalTEL 273600 -9.458
LC_IV_XV_V_VII_cen4 chr16_72_681600_691200 NoFused armR TELR16 TerminalTEL 264000 -8.752
LC_IV_XV_V_VII_cen4 chr16_73_691200_700800 NoFused armR TELR16 TerminalTEL 254400 -8.919
LC_IV_XV_V_VII_cen4 chr16_74_700800_710400 NoFused armR TELR16 TerminalTEL 244800 -8.892
LC_IV_XV_V_VII_cen4 chr16_75_710400_720000 NoFused armR TELR16 TerminalTEL 235200 -8.841
LC_IV_XV_V_VII_cen4 chr16_76_720000_729600 NoFused armR TELR16 TerminalTEL 225600 -7.792
LC_IV_XV_V_VII_cen4 chr16_77_729600_739200 NoFused armR TELR16 TerminalTEL 216000 -6.315
LC_IV_XV_V_VII_cen4 chr16_78_739200_748800 NoFused armR TELR16 TerminalTEL 206400 -6.046
LC_IV_XV_V_VII_cen4 chr16_79_748800_758400 NoFused armR TELR16 TerminalTEL 196800 -5.819
LC_IV_XV_V_VII_cen4 chr16_80_758400_768000 NoFused armR TELR16 TerminalTEL 187200 -6.118
LC_IV_XV_V_VII_cen4 chr16_81_768000_777600 NoFused armR TELR16 TerminalTEL 177600 -5.794
LC_IV_XV_V_VII_cen4 chr16_82_777600_787200 NoFused armR TELR16 TerminalTEL 168000 -5.893
LC_IV_XV_V_VII_cen4 chr16_83_787200_796800 NoFused armR TELR16 TerminalTEL 158400 -5.551
LC_IV_XV_V_VII_cen4 chr16_84_796800_806400 NoFused armR TELR16 TerminalTEL 148800 -4.571
LC_IV_XV_V_VII_cen4 chr16_85_806400_816000 NoFused armR TELR16 TerminalTEL 139200 -4.087
LC_IV_XV_V_VII_cen4 chr16_86_816000_825600 NoFused armR TELR16 TerminalTEL 129600 -3.379
LC_IV_XV_V_VII_cen4 chr16_87_825600_835200 NoFused armR TELR16 TerminalTEL 120000 -2.962
LC_IV_XV_V_VII_cen4 chr16_88_835200_844800 NoFused armR TELR16 TerminalTEL 110400 -3.065
LC_IV_XV_V_VII_cen4 chr16_89_844800_854400 NoFused armR TELR16 TerminalTEL 100800 -3.14
LC_IV_XV_V_VII_cen4 chr16_90_854400_864000 NoFused armR TELR16 TerminalTEL 91200 -2.727
LC_IV_XV_V_VII_cen4 chr16_91_864000_873600 NoFused armR TELR16 TerminalTEL 81600 -2.282
LC_IV_XV_V_VII_cen4 chr16_92_873600_883200 NoFused armR TELR16 TerminalTEL 72000 -1.517
LC_IV_XV_V_VII_cen4 chr16_93_883200_892800 NoFused armR TELR16 TerminalTEL 62400 -1.098
LC_IV_XV_V_VII_cen4 chr16_94_892800_902400 NoFused armR TELR16 TerminalTEL 52800 -0.585
LC_IV_XV_V_VII_cen4 chr16_95_902400_912000 NoFused armR TELR16 TerminalTEL 43200 0.033
LC_IV_XV_V_VII_cen4 chr16_96_912000_921600 NoFused armR TELR16 TerminalTEL 33600 0.213
LC_IV_XV_V_VII_cen4 chr16_97_921600_931200 NoFused armR TELR16 TerminalTEL 24000 -0.396
LC_IV_XV_V_VII_cen4 chr16_98_931200_940800 NoFused armR TELR16 TerminalTEL 14400 -0.983
LC_IV_XV_V_VII_cen4 chr16_99_940800_950400 NoFused armR TELR16 TerminalTEL 4800 -2.01
LC_IV_XV_V_VII_cen7 chr1_1_0_9600 NoFused armL TELL1 TerminalTEL 4800 3.825
LC_IV_XV_V_VII_cen7 chr1_2_9600_19200 NoFused armL TELL1 TerminalTEL 14400 5.394
LC_IV_XV_V_VII_cen7 chr1_3_19200_28800 NoFused armL TELL1 TerminalTEL 24000 6.244
LC_IV_XV_V_VII_cen7 chr1_4_28800_38400 NoFused armL TELL1 TerminalTEL 33600 7.182
LC_IV_XV_V_VII_cen7 chr1_5_38400_48000 NoFused armL TELL1 TerminalTEL 43200 7.833
LC_IV_XV_V_VII_cen7 chr1_6_48000_57600 NoFused armL TELL1 TerminalTEL 52800 8.585
LC_IV_XV_V_VII_cen7 chr1_7_57600_67200 NoFused armL TELL1 TerminalTEL 62400 9.062
LC_IV_XV_V_VII_cen7 chr1_8_67200_76800 NoFused armL TELL1 TerminalTEL 72000 9.972
LC_IV_XV_V_VII_cen7 chr1_9_76800_86400 NoFused armL TELL1 TerminalTEL 81600 10.974
LC_IV_XV_V_VII_cen7 chr1_10_86400_96000 NoFused armL TELL1 TerminalTEL 91200 11.303
LC_IV_XV_V_VII_cen7 chr1_11_96000_105600 NoFused armL TELL1 TerminalTEL 100800 11.792
LC_IV_XV_V_VII_cen7 chr1_12_105600_115200 NoFused armL TELL1 TerminalTEL 110400 11.824
LC_IV_XV_V_VII_cen7 chr1_13_115200_124800 NoFused armL TELL1 TerminalTEL 120000 11.511
LC_IV_XV_V_VII_cen7 chr1_14_124800_134400 NoFused armL TELL1 TerminalTEL 129600 10.602
LC_IV_XV_V_VII_cen7 chr1_15_134400_144000 NoFused armL TELL1 TerminalTEL 139200 9.023
LC_IV_XV_V_VII_cen7 chr1_16_144000_153600 NoFused armL TELL1 TerminalTEL 148800 8.035
LC_IV_XV_V_VII_cen7 chr1_17_153600_163200 NoFused armR TELR1 TerminalTEL 72000 8.042
LC_IV_XV_V_VII_cen7 chr1_18_163200_172800 NoFused armR TELR1 TerminalTEL 62400 8.012
LC_IV_XV_V_VII_cen7 chr1_19_172800_182400 NoFused armR TELR1 TerminalTEL 52800 7.302
LC_IV_XV_V_VII_cen7 chr1_20_182400_192000 NoFused armR TELR1 TerminalTEL 43200 7.504
LC_IV_XV_V_VII_cen7 chr1_21_192000_201600 NoFused armR TELR1 TerminalTEL 33600 7.843
LC_IV_XV_V_VII_cen7 chr1_22_201600_211200 NoFused armR TELR1 TerminalTEL 24000 8.17
LC_IV_XV_V_VII_cen7 chr1_23_211200_220800 NoFused armR TELR1 TerminalTEL 14400 6.522
LC_IV_XV_V_VII_cen7 chr1_24_220800_230400 NoFused armR TELR1 TerminalTEL 4800 3.67
LC_IV_XV_V_VII_cen7 chr2_1_0_9600 NoFused armL TELL2 TerminalTEL 4800 1.157
LC_IV_XV_V_VII_cen7 chr2_2_9600_19200 NoFused armL TELL2 TerminalTEL 14400 2.787
LC_IV_XV_V_VII_cen7 chr2_3_19200_28800 NoFused armL TELL2 TerminalTEL 24000 2.946
LC_IV_XV_V_VII_cen7 chr2_4_28800_38400 NoFused armL TELL2 TerminalTEL 33600 3.442
LC_IV_XV_V_VII_cen7 chr2_5_38400_48000 NoFused armL TELL2 TerminalTEL 43200 3.425
LC_IV_XV_V_VII_cen7 chr2_6_48000_57600 NoFused armL TELL2 TerminalTEL 52800 3.537
LC_IV_XV_V_VII_cen7 chr2_7_57600_67200 NoFused armL TELL2 TerminalTEL 62400 3.657
LC_IV_XV_V_VII_cen7 chr2_8_67200_76800 NoFused armL TELL2 TerminalTEL 72000 3.472
LC_IV_XV_V_VII_cen7 chr2_9_76800_86400 NoFused armL TELL2 TerminalTEL 81600 2.467
LC_IV_XV_V_VII_cen7 chr2_10_86400_96000 NoFused armL TELL2 TerminalTEL 91200 1.52
LC_IV_XV_V_VII_cen7 chr2_11_96000_105600 NoFused armL TELL2 TerminalTEL 100800 0.724
LC_IV_XV_V_VII_cen7 chr2_12_105600_115200 NoFused armL TELL2 TerminalTEL 110400 -1.271
LC_IV_XV_V_VII_cen7 chr2_13_115200_124800 NoFused armL TELL2 TerminalTEL 120000 -2.448
LC_IV_XV_V_VII_cen7 chr2_14_124800_134400 NoFused armL TELL2 TerminalTEL 129600 -3.48
LC_IV_XV_V_VII_cen7 chr2_15_134400_144000 NoFused armL TELL2 TerminalTEL 139200 -4.168
LC_IV_XV_V_VII_cen7 chr2_16_144000_153600 NoFused armL TELL2 TerminalTEL 148800 -4.827
LC_IV_XV_V_VII_cen7 chr2_17_153600_163200 NoFused armL TELL2 TerminalTEL 158400 -5.893
LC_IV_XV_V_VII_cen7 chr2_18_163200_172800 NoFused armL TELL2 TerminalTEL 168000 -6.62
LC_IV_XV_V_VII_cen7 chr2_19_172800_182400 NoFused armL TELL2 TerminalTEL 177600 -7.865
LC_IV_XV_V_VII_cen7 chr2_20_182400_192000 NoFused armL TELL2 TerminalTEL 187200 -8.717
LC_IV_XV_V_VII_cen7 chr2_21_192000_201600 NoFused armL TELL2 TerminalTEL 196800 -9.97
LC_IV_XV_V_VII_cen7 chr2_22_201600_211200 NoFused armL TELL2 TerminalTEL 206400 -10.569
LC_IV_XV_V_VII_cen7 chr2_23_211200_220800 NoFused armL TELL2 TerminalTEL 216000 -7.594
LC_IV_XV_V_VII_cen7 chr2_24_220800_230400 NoFused armL TELL2 TerminalTEL 225600 -3.347
LC_IV_XV_V_VII_cen7 chr2_25_230400_240000 NoFused armL TELL2 TerminalTEL 235200 -0.753
LC_IV_XV_V_VII_cen7 chr2_26_240000_249600 NoFused armR TELR2 TerminalTEL 571200 -0.108
LC_IV_XV_V_VII_cen7 chr2_27_249600_259200 NoFused armR TELR2 TerminalTEL 561600 -0.981
LC_IV_XV_V_VII_cen7 chr2_28_259200_268800 NoFused armR TELR2 TerminalTEL 552000 -2.051
LC_IV_XV_V_VII_cen7 chr2_29_268800_278400 NoFused armR TELR2 TerminalTEL 542400 -3.38
LC_IV_XV_V_VII_cen7 chr2_30_278400_288000 NoFused armR TELR2 TerminalTEL 532800 -4.657
LC_IV_XV_V_VII_cen7 chr2_31_288000_297600 NoFused armR TELR2 TerminalTEL 523200 -5.213
LC_IV_XV_V_VII_cen7 chr2_32_297600_307200 NoFused armR TELR2 TerminalTEL 513600 -5.312
LC_IV_XV_V_VII_cen7 chr2_33_307200_316800 NoFused armR TELR2 TerminalTEL 504000 -5.758
LC_IV_XV_V_VII_cen7 chr2_34_316800_326400 NoFused armR TELR2 TerminalTEL 494400 -6.419
LC_IV_XV_V_VII_cen7 chr2_35_326400_336000 NoFused armR TELR2 TerminalTEL 484800 -6.567
LC_IV_XV_V_VII_cen7 chr2_36_336000_345600 NoFused armR TELR2 TerminalTEL 475200 -6.576
LC_IV_XV_V_VII_cen7 chr2_37_345600_355200 NoFused armR TELR2 TerminalTEL 465600 -7.161
LC_IV_XV_V_VII_cen7 chr2_38_355200_364800 NoFused armR TELR2 TerminalTEL 456000 -7.747
LC_IV_XV_V_VII_cen7 chr2_39_364800_374400 NoFused armR TELR2 TerminalTEL 446400 -8.728
LC_IV_XV_V_VII_cen7 chr2_40_374400_384000 NoFused armR TELR2 TerminalTEL 436800 -10.075
LC_IV_XV_V_VII_cen7 chr2_41_384000_393600 NoFused armR TELR2 TerminalTEL 427200 -11.569
LC_IV_XV_V_VII_cen7 chr2_42_393600_403200 NoFused armR TELR2 TerminalTEL 417600 -13.099
LC_IV_XV_V_VII_cen7 chr2_43_403200_412800 NoFused armR TELR2 TerminalTEL 408000 -13.579
LC_IV_XV_V_VII_cen7 chr2_44_412800_422400 NoFused armR TELR2 TerminalTEL 398400 -13.219
LC_IV_XV_V_VII_cen7 chr2_45_422400_432000 NoFused armR TELR2 TerminalTEL 388800 -12.908
LC_IV_XV_V_VII_cen7 chr2_46_432000_441600 NoFused armR TELR2 TerminalTEL 379200 -12.252
LC_IV_XV_V_VII_cen7 chr2_47_441600_451200 NoFused armR TELR2 TerminalTEL 369600 -11.387
LC_IV_XV_V_VII_cen7 chr2_48_451200_460800 NoFused armR TELR2 TerminalTEL 360000 -11.301
LC_IV_XV_V_VII_cen7 chr2_49_460800_470400 NoFused armR TELR2 TerminalTEL 350400 -11.739
LC_IV_XV_V_VII_cen7 chr2_50_470400_480000 NoFused armR TELR2 TerminalTEL 340800 -11.78
LC_IV_XV_V_VII_cen7 chr2_51_480000_489600 NoFused armR TELR2 TerminalTEL 331200 -11.335
LC_IV_XV_V_VII_cen7 chr2_52_489600_499200 NoFused armR TELR2 TerminalTEL 321600 -10.845
LC_IV_XV_V_VII_cen7 chr2_53_499200_508800 NoFused armR TELR2 TerminalTEL 312000 -10.404
LC_IV_XV_V_VII_cen7 chr2_54_508800_518400 NoFused armR TELR2 TerminalTEL 302400 -10.367
